flux-corrected-1  | 2026-08-07T13:29:01.519582734Z Picked up JAVA_TOOL_OPTIONS: -Xms512m -Xmx2g -XX:+UseG1GC
flux-corrected-1  | 2026-08-07T13:29:39.024995787Z 2026-08-07 22:29:39.024  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u2-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9675
flux-corrected-1  | 2026-08-07T13:29:39.033963234Z 2026-08-07 22:29:39.033  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u110-f15 method=POST path=/game/face status=200 signal=onComplete latencyMs=10089
flux-corrected-1  | 2026-08-07T13:29:39.040277665Z 2026-08-07 22:29:39.039  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u150-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5386
flux-corrected-1  | 2026-08-07T13:29:39.042022052Z 2026-08-07 22:29:39.041  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u125-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5491
flux-corrected-1  | 2026-08-07T13:29:39.042054452Z 2026-08-07 22:29:39.041  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u145-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5414
flux-corrected-1  | 2026-08-07T13:29:39.042451406Z 2026-08-07 22:29:39.042  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u156-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5385
flux-corrected-1  | 2026-08-07T13:29:39.048609539Z 2026-08-07 22:29:39.048  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u112-f15 method=POST path=/game/face status=200 signal=onComplete latencyMs=9694
flux-corrected-1  | 2026-08-07T13:29:39.049138757Z 2026-08-07 22:29:39.048  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u39-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9208
flux-corrected-1  | 2026-08-07T13:29:39.050942199Z 2026-08-07 22:29:39.050  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u141-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5498
flux-corrected-1  | 2026-08-07T13:29:39.054589008Z 2026-08-07 22:29:39.054  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u48-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9524
flux-corrected-1  | 2026-08-07T13:29:39.055071883Z 2026-08-07 22:29:39.054  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u187-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=8910
flux-corrected-1  | 2026-08-07T13:29:39.124383578Z 2026-08-07 22:29:39.123  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u105-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5569
flux-corrected-1  | 2026-08-07T13:29:39.124464584Z 2026-08-07 22:29:39.124  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u113-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5470
flux-corrected-1  | 2026-08-07T13:29:39.124469874Z 2026-08-07 22:29:39.124  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u112-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5495
flux-corrected-1  | 2026-08-07T13:29:39.124574207Z 2026-08-07 22:29:39.124  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u108-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5566
flux-corrected-1  | 2026-08-07T13:29:39.126460932Z 2026-08-07 22:29:39.125  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u162-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5496
flux-corrected-1  | 2026-08-07T13:29:39.131872519Z 2026-08-07 22:29:39.131  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u113-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9177
flux-corrected-1  | 2026-08-07T13:29:39.133853866Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u158-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5505
flux-corrected-1  | 2026-08-07T13:29:39.133882700Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u143-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5576
flux-corrected-1  | 2026-08-07T13:29:39.133885973Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u168-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5470
flux-corrected-1  | 2026-08-07T13:29:39.133888043Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u170-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5468
flux-corrected-1  | 2026-08-07T13:29:39.133979516Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u181-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5463
flux-corrected-1  | 2026-08-07T13:29:39.134051205Z 2026-08-07 22:29:39.133  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u198-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5380
flux-corrected-1  | 2026-08-07T13:29:39.134171844Z 2026-08-07 22:29:39.134  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u164-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5479
flux-corrected-1  | 2026-08-07T13:29:39.134212711Z 2026-08-07 22:29:39.134  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u165-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5477
flux-corrected-1  | 2026-08-07T13:29:39.135153601Z 2026-08-07 22:29:39.134  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u70-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9286
flux-corrected-1  | 2026-08-07T13:29:39.137420801Z 2026-08-07 22:29:39.137  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u153-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5393
flux-corrected-1  | 2026-08-07T13:29:39.137851664Z 2026-08-07 22:29:39.137  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u58-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5510
flux-corrected-1  | 2026-08-07T13:29:39.143827604Z 2026-08-07 22:29:39.143  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u134-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5482
flux-corrected-1  | 2026-08-07T13:29:39.143866102Z 2026-08-07 22:29:39.143  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u117-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5487
flux-corrected-1  | 2026-08-07T13:29:39.144872014Z 2026-08-07 22:29:39.144  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u155-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5406
flux-corrected-1  | 2026-08-07T13:29:39.145621998Z 2026-08-07 22:29:39.145  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u151-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5403
flux-corrected-1  | 2026-08-07T13:29:39.145642321Z 2026-08-07 22:29:39.145  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u188-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5314
flux-corrected-1  | 2026-08-07T13:29:39.145826696Z 2026-08-07 22:29:39.145  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u190-f15 method=POST path=/game/face status=200 signal=onComplete latencyMs=9895
flux-corrected-1  | 2026-08-07T13:29:39.145841994Z 2026-08-07 22:29:39.145  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u126-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5486
flux-corrected-1  | 2026-08-07T13:29:39.147948757Z 2026-08-07 22:29:39.147  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u183-f15 method=POST path=/game/face status=200 signal=onComplete latencyMs=9907
flux-corrected-1  | 2026-08-07T13:29:39.152057326Z 2026-08-07 22:29:39.151  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u90-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9314
flux-corrected-1  | 2026-08-07T13:29:39.234033613Z 2026-08-07 22:29:39.228  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u152-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5573
flux-corrected-1  | 2026-08-07T13:29:39.234087632Z 2026-08-07 22:29:39.228  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u183-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5499
flux-corrected-1  | 2026-08-07T13:29:39.236668760Z 2026-08-07 22:29:39.236  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u106-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5691
flux-corrected-1  | 2026-08-07T13:29:39.242620963Z 2026-08-07 22:29:39.242  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u160-f20 method=POST path=/game/face status=503 signal=onComplete latencyMs=5583
flux-corrected-1  | 2026-08-07T13:29:39.247081633Z 2026-08-07 22:29:39.246  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u189-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9010
flux-corrected-1  | 2026-08-07T13:29:39.248864098Z 2026-08-07 22:29:39.248  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u109-f16 method=POST path=/game/face status=200 signal=onComplete latencyMs=9289
flux-corrected-1  | 2026-08-07T13:29:39.248891122Z 2026-08-07 22:29:39.248  WARN 1 --- [or-http-epoll-1] r.netty.http.client.HttpClientConnect    : [f40d28ae-2, L:/192.168.128.4:40930 ! R:experiment-mock/192.168.128.2:9100] The connection observed an error
flux-corrected-1  | 2026-08-07T13:29:39.248894239Z 
flux-corrected-1  | 2026-08-07T13:29:39.248895855Z reactor.netty.http.client.PrematureCloseException: Connection prematurely closed BEFORE response
flux-corrected-1  | 2026-08-07T13:29:39.248897518Z 
flux-corrected-1  | 2026-08-07T13:29:39.251087917Z 2026-08-07 22:29:39.250 ERROR 1 --- [or-http-epoll-1] a.w.r.e.AbstractErrorWebExceptionHandler : [24c9fb43-3426]  500 Server Error for HTTP POST "/game/face?answer=happy&sceneId=2"
flux-corrected-1  | 2026-08-07T13:29:39.251125801Z 
flux-corrected-1  | 2026-08-07T13:29:39.251128466Z org.springframework.web.reactive.function.client.WebClientRequestException: Connection prematurely closed BEFORE response; nested exception is reactor.netty.http.client.PrematureCloseException: Connection prematurely closed BEFORE response
flux-corrected-1  | 2026-08-07T13:29:39.251130397Z 	at org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$wrapException$9(ExchangeFunctions.java:141) ~[spring-webflux-5.3.25.jar!/:5.3.25]
flux-corrected-1  | 2026-08-07T13:29:39.251132280Z 	Suppressed: reactor.core.publisher.FluxOnAssembly$OnAssemblyException: 
flux-corrected-1  | 2026-08-07T13:29:39.251157576Z Error has been observed at the following site(s):
flux-corrected-1  | 2026-08-07T13:29:39.251159421Z 	*__checkpoint ⇢ Request to PUT http://experiment-mock:9100/storage/object?key=picture/42b709c8-765a-3396-bf55-0c190ef0ff1e.jpeg [DefaultWebClient]
flux-corrected-1  | 2026-08-07T13:29:39.251161895Z 	*__checkpoint ⇢ Handler com.example.doenggameflux.contoller.AiGameController#requestFaceAi(Mono, String, long, ServerWebExchange) [DispatcherHandler]
flux-corrected-1  | 2026-08-07T13:29:39.251163897Z 	*__checkpoint ⇢ com.example.doenggameflux.config.ExperimentRequestLoggingFilter [DefaultWebFilterChain]
flux-corrected-1  | 2026-08-07T13:29:39.251165721Z 	*__checkpoint ⇢ com.example.doenggameflux.config.TransportRequestObservationFilter [DefaultWebFilterChain]
flux-corrected-1  | 2026-08-07T13:29:39.251166973Z 	*__checkpoint ⇢ org.springframework.boot.actuate.metrics.web.reactive.server.MetricsWebFilter [DefaultWebFilterChain]
flux-corrected-1  | 2026-08-07T13:29:39.251168241Z 	*__checkpoint ⇢ com.example.doenggameflux.config.RequestSizeLimitFilter [DefaultWebFilterChain]
flux-corrected-1  | 2026-08-07T13:29:39.251169630Z 	*__checkpoint ⇢ HTTP POST "/game/face?answer=happy&sceneId=2" [ExceptionHandlingWebHandler]
flux-corrected-1  | 2026-08-07T13:29:39.251171296Z Original Stack Trace:
flux-corrected-1  | 2026-08-07T13:29:39.251172518Z 		at org.springframework.web.reactive.function.client.ExchangeFunctions$DefaultExchangeFunction.lambda$wrapException$9(ExchangeFunctions.java:141) ~[spring-webflux-5.3.25.jar!/:5.3.25]
flux-corrected-1  | 2026-08-07T13:29:39.251174143Z 		at reactor.core.publisher.MonoErrorSupplied.subscribe(MonoErrorSupplied.java:55) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251175493Z 		at reactor.core.publisher.Mono.subscribe(Mono.java:4490) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251177597Z 		at reactor.core.publisher.FluxOnErrorResume$ResumeSubscriber.onError(FluxOnErrorResume.java:103) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251179072Z 		at reactor.core.publisher.FluxPeek$PeekSubscriber.onError(FluxPeek.java:222) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251180401Z 		at reactor.core.publisher.FluxPeek$PeekSubscriber.onError(FluxPeek.java:222) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251181663Z 		at reactor.core.publisher.FluxPeek$PeekSubscriber.onError(FluxPeek.java:222) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251182945Z 		at reactor.core.publisher.MonoNext$NextSubscriber.onError(MonoNext.java:93) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251184591Z 		at reactor.core.publisher.MonoFlatMapMany$FlatMapManyMain.onError(MonoFlatMapMany.java:204) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251185829Z 		at reactor.core.publisher.SerializedSubscriber.onError(SerializedSubscriber.java:124) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251187273Z 		at reactor.core.publisher.FluxRetryWhen$RetryWhenMainSubscriber.whenError(FluxRetryWhen.java:225) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251188584Z 		at reactor.core.publisher.FluxRetryWhen$RetryWhenOtherSubscriber.onError(FluxRetryWhen.java:274) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251193157Z 		at reactor.core.publisher.FluxContextWrite$ContextWriteSubscriber.onError(FluxContextWrite.java:121) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251194712Z 		at reactor.core.publisher.FluxConcatMap$ConcatMapImmediate.drain(FluxConcatMap.java:415) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251196167Z 		at reactor.core.publisher.FluxConcatMap$ConcatMapImmediate.onNext(FluxConcatMap.java:251) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251197407Z 		at reactor.core.publisher.FluxContextWrite$ContextWriteSubscriber.onNext(FluxContextWrite.java:107) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251198623Z 		at reactor.core.publisher.EmitterProcessor.drain(EmitterProcessor.java:537) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251199852Z 		at reactor.core.publisher.EmitterProcessor.tryEmitNext(EmitterProcessor.java:343) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251201153Z 		at reactor.core.publisher.SinkManySerialized.tryEmitNext(SinkManySerialized.java:100) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251202610Z 		at reactor.core.publisher.InternalManySink.emitNext(InternalManySink.java:27) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251203987Z 		at reactor.core.publisher.FluxRetryWhen$RetryWhenMainSubscriber.onError(FluxRetryWhen.java:190) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251205421Z 		at reactor.core.publisher.MonoCreate$DefaultMonoSink.error(MonoCreate.java:201) ~[reactor-core-3.4.27.jar!/:3.4.27]
flux-corrected-1  | 2026-08-07T13:29:39.251206695Z 		at reactor.netty.http.client.HttpClientConnect$HttpObserver.onUncaughtException(HttpClientConnect.java:403) ~[reactor-netty-http-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251207947Z 		at reactor.netty.ReactorNetty$CompositeConnectionObserver.onUncaughtException(ReactorNetty.java:700) ~[reactor-netty-core-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251209209Z 		at reactor.netty.resources.DefaultPooledConnectionProvider$DisposableAcquire.onUncaughtException(DefaultPooledConnectionProvider.java:211) ~[reactor-netty-core-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251210513Z 		at reactor.netty.resources.DefaultPooledConnectionProvider$PooledConnection.onUncaughtException(DefaultPooledConnectionProvider.java:464) ~[reactor-netty-core-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251211850Z 		at reactor.netty.http.client.HttpClientOperations.onInboundClose(HttpClientOperations.java:301) ~[reactor-netty-http-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251213165Z 		at reactor.netty.channel.ChannelOperationsHandler.channelInactive(ChannelOperationsHandler.java:73) ~[reactor-netty-core-1.0.28.jar!/:1.0.28]
flux-corrected-1  | 2026-08-07T13:29:39.251214406Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:305) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251215663Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:281) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251216965Z 		at io.netty.channel.AbstractChannelHandlerContext.fireChannelInactive(AbstractChannelHandlerContext.java:274) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251220355Z 		at io.netty.channel.ChannelInboundHandlerAdapter.channelInactive(ChannelInboundHandlerAdapter.java:81) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251221831Z 		at io.netty.handler.timeout.IdleStateHandler.channelInactive(IdleStateHandler.java:277) ~[netty-handler-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251223475Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:303) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251224887Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:281) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251226198Z 		at io.netty.channel.AbstractChannelHandlerContext.fireChannelInactive(AbstractChannelHandlerContext.java:274) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251227488Z 		at io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelInactive(CombinedChannelDuplexHandler.java:418) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251228854Z 		at io.netty.handler.codec.ByteToMessageDecoder.channelInputClosed(ByteToMessageDecoder.java:411) ~[netty-codec-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251230133Z 		at io.netty.handler.codec.ByteToMessageDecoder.channelInactive(ByteToMessageDecoder.java:376) ~[netty-codec-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251231464Z 		at io.netty.handler.codec.http.HttpClientCodec$Decoder.channelInactive(HttpClientCodec.java:329) ~[netty-codec-http-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251232768Z 		at io.netty.channel.CombinedChannelDuplexHandler.channelInactive(CombinedChannelDuplexHandler.java:221) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251234160Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:303) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
flux-corrected-1  | 2026-08-07T13:29:39.251235422Z 		at io.netty.channel.AbstractChannelHandlerContext.invokeChannelInactive(AbstractChannelHandlerContext.java:281) ~[netty-transport-4.1.89.Final.jar!/:4.1.89.Final]
